Bölge Müdürlüğü,Şube Kodu,Segment Kodu Tanım,Ürün Aile Adı,Ürün Grup Adı,Ana Ürün Adı,Bireysel Ticari,Ana Skont,Tarih,Kullandirim Tutari (Orj),Kullandirim Tutari - TL,Risk Bakiyesi,Doviz Cinsi
E Bölge Müdürlüğü,IT-592-090,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-09-22,160000,160000,167243,TL
D Bölge Müdürlüğü,IT-592-008,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-09-30,955000,955000,1319457,TL
B Bölge Müdürlüğü,IT-592-007,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-09-07,1030500,1030500,1882103,TL
C Bölge Müdürlüğü,IT-592-046,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşyeri Edindirme Kredisi,T,140300,2016-10-18,2000000,2000000,4045789,TL
A Bölge Müdürlüğü,IT-592-020,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-02-01,170000,170000,739894,TL
D Bölge Müdürlüğü,IT-592-045,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-02-17,330000,330000,339898,TL
A Bölge Müdürlüğü,IT-592-010,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-05-30,300000,300000,2187865,TL
A Bölge Müdürlüğü,IT-592-068,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-07-29,500000,500000,620165,TL
B Bölge Müdürlüğü,IT-592-007,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-09-05,500000,500000,862821,TL
C Bölge Müdürlüğü,IT-592-034,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-11-01,500000,500000,1488243,TL
A Bölge Müdürlüğü,IT-592-065,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-11-28,750000,750000,1147826,TL
D Bölge Müdürlüğü,IT-592-047,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-12-26,1000000,1000000,8894682,TL
C Bölge Müdürlüğü,IT-592-073,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-12-30,315000,315000,47708,TL
A Bölge Müdürlüğü,IT-592-066,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Araç Kredisi,T,140301,2015-04-30,2500000,2500000,6868449,TL
A Bölge Müdürlüğü,IT-592-053,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Dış Kaynaklı Kredi,T,140302,2015-08-06,1250000,1250000,495696,TL
D Bölge Müdürlüğü,IT-592-083,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-01-28,145000,145000,1543615,TL
E Bölge Müdürlüğü,IT-592-063,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-01-30,1800000,1800000,338781,TL
C Bölge Müdürlüğü,IT-592-060,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,118302,2016-05-30,1000000,1000000,4006261,TL
A Bölge Müdürlüğü,IT-592-064,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,118302,2016-07-29,1000000,1000000,2188222,TL
D Bölge Müdürlüğü,IT-592-008,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2016-09-28,3300000,3300000,4618648,TL
A Bölge Müdürlüğü,IT-592-006,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-01-30,1700000,1700000,8839149,TL
A Bölge Müdürlüğü,IT-592-006,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-05-11,1000000,1000000,1348526,TL
C Bölge Müdürlüğü,IT-592-080,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-11-23,700000,700000,116198,TL
D Bölge Müdürlüğü,IT-592-083,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-10-19,1625000,1625000,2314124,TL
D Bölge Müdürlüğü,IT-592-041,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-10-20,2120000,2120000,3875038,TL
B Bölge Müdürlüğü,IT-592-007,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-10-24,900000,900000,5090175,TL
C Bölge Müdürlüğü,IT-592-023,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-10-27,890000,890000,1112477,TL
C Bölge Müdürlüğü,IT-592-097,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-12-28,1030000,1030000,1080626,TL
E Bölge Müdürlüğü,IT-592-032,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-09-18,9000000,9000000,59320235,TL
D Bölge Müdürlüğü,IT-592-033,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-09-09,13500000,13500000,14387912,TL
E Bölge Müdürlüğü,IT-592-032,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-09-18,16000000,16000000,64158753,TL
E Bölge Müdürlüğü,IT-592-061,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Aracılık Edilen Krediler,T,112111,2015-12-03,12000000,12000000,48170556,TL
A Bölge Müdürlüğü,IT-592-066,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-08-31,250000,250000,7498944,TL
C Bölge Müdürlüğü,IT-592-050,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Araç Kredisi,T,140301,2016-06-27,1147000,1147000,5357294,TL
C Bölge Müdürlüğü,IT-592-069,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-09-28,1200000,1200000,6362782,TL
B Bölge Müdürlüğü,IT-592-031,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-03-24,1000000,1000000,2367849,TL
D Bölge Müdürlüğü,IT-592-008,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-07-14,750000,750000,1312636,TL
A Bölge Müdürlüğü,IT-592-068,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-10-18,770000,770000,18685301,TL
C Bölge Müdürlüğü,IT-592-087,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-06-13,2500000,2500000,3430426,TL
D Bölge Müdürlüğü,IT-592-062,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-06-22,3700000,3700000,6946656,TL
C Bölge Müdürlüğü,IT-592-029,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2016-06-28,6200000,6200000,63600526,TL
B Bölge Müdürlüğü,IT-592-031,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Dış Kaynaklı Kredi,T,140302,2016-01-12,3200000,3200000,37638637,TL
D Bölge Müdürlüğü,IT-592-052,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2016-08-19,800000,800000,1113223,TL
D Bölge Müdürlüğü,IT-592-019,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-02-12,30000,30000,38455,TL
B Bölge Müdürlüğü,IT-592-067,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-03-12,45000,45000,124295,TL
E Bölge Müdürlüğü,IT-592-096,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-01-06,2000000,2000000,1047666,TL
C Bölge Müdürlüğü,IT-592-086,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-04-26,300000,300000,2775975,TL
A Bölge Müdürlüğü,IT-592-011,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-02-26,338210,338210,528085,TL
A Bölge Müdürlüğü,IT-592-068,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-03-11,282500,282500,3523357,TL
B Bölge Müdürlüğü,IT-592-021,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-04-28,500000,500000,1529317,TL
D Bölge Müdürlüğü,IT-592-052,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-08-10,1250000,1250000,9871605,TL
A Bölge Müdürlüğü,IT-592-068,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-10-26,400000,400000,512779,TL
D Bölge Müdürlüğü,IT-592-062,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-04-29,185000,185000,381451,TL
C Bölge Müdürlüğü,IT-592-078,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-11-17,528840,528840,1372335,TL
B Bölge Müdürlüğü,IT-592-079,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Araç Kredisi,T,140301,2015-04-10,1165000,1165000,8041893,TL
B Bölge Müdürlüğü,IT-592-025,Kobi,Nakdi Krediler,Adatlı Krediler,BCH,T,118110,2015-09-30,500000,500000,601987,TL
C Bölge Müdürlüğü,IT-592-046,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-07-14,1762000,1762000,1930009,TL
E Bölge Müdürlüğü,IT-592-032,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-09-14,2270000,2270000,2754494,TL
C Bölge Müdürlüğü,IT-592-017,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-09-18,1560000,1560000,14320397,TL
A Bölge Müdürlüğü,IT-592-011,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-09-30,1177940,1177940,1503396,TL
C Bölge Müdürlüğü,IT-592-073,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-10-01,827000,827000,3708035,TL
B Bölge Müdürlüğü,IT-592-056,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-10-07,793500,793500,1445761,TL
D Bölge Müdürlüğü,IT-592-052,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-11-30,2500000,2500000,255315,TL
C Bölge Müdürlüğü,IT-592-097,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-12-16,2000000,2000000,209690,TL
A Bölge Müdürlüğü,IT-592-011,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-12-09,2940000,2940000,8231774,TL
E Bölge Müdürlüğü,IT-592-039,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-12-21,1700000,1700000,259053,TL
D Bölge Müdürlüğü,IT-592-093,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-12-24,1860000,1860000,2050528,TL
D Bölge Müdürlüğü,IT-592-041,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-02-01,1700000,1700000,2715164,TL
D Bölge Müdürlüğü,IT-592-012,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-02-02,1864180,1864180,13832724,TL
A Bölge Müdürlüğü,IT-592-020,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-02-27,1900000,1900000,35564177,TL
A Bölge Müdürlüğü,IT-592-011,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-03-24,19222192,19222192,2629444,TL
B Bölge Müdürlüğü,IT-592-089,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-04-14,2650000,2650000,3513278,TL
E Bölge Müdürlüğü,IT-592-096,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-05-05,500000,500000,1924944,TL
C Bölge Müdürlüğü,IT-592-046,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-06-30,1000000,1000000,100566,TL
B Bölge Müdürlüğü,IT-592-089,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-07-29,880000,880000,894919,TL
C Bölge Müdürlüğü,IT-592-069,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2015-08-12,350000,350000,3500431,TL
C Bölge Müdürlüğü,IT-592-070,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-04-06,2780000,2780000,5211656,TL
E Bölge Müdürlüğü,IT-592-003,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-04-08,2022500,2022500,3636326,TL
A Bölge Müdürlüğü,IT-592-036,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-04-13,1461500,1461500,3241202,TL
C Bölge Müdürlüğü,IT-592-070,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-04-20,1015500,1015500,1037061,TL
D Bölge Müdürlüğü,IT-592-041,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-04-21,1486600,1486600,1734468,TL
D Bölge Müdürlüğü,IT-592-093,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-05-03,1256930,1256930,2322995,TL
E Bölge Müdürlüğü,IT-592-039,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-05-11,10665722,10665722,3735656,TL
A Bölge Müdürlüğü,IT-592-072,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-05-31,891150,891150,958793,TL
E Bölge Müdürlüğü,IT-592-022,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Araç Kredisi,T,140301,2015-01-05,250000,250000,3229043,TL
B Bölge Müdürlüğü,IT-592-030,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-06-01,310000,310000,758179,TL
A Bölge Müdürlüğü,IT-592-020,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-09-28,7250000,7250000,7585485,TL
A Bölge Müdürlüğü,IT-592-024,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,116110,2015-01-12,293160,293160,303303,TL
B Bölge Müdürlüğü,IT-592-026,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,116110,2015-01-26,215200,215200,426938,TL
B Bölge Müdürlüğü,IT-592-058,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,116110,2015-02-02,224000,224000,229286,TL
E Bölge Müdürlüğü,IT-592-027,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,116110,2015-03-06,295170,295170,471548,TL
E Bölge Müdürlüğü,IT-592-094,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-12-01,5000000,5000000,5165714,TL
D Bölge Müdürlüğü,IT-592-045,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-12-31,850000,850000,8997181,TL
B Bölge Müdürlüğü,IT-592-084,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-04-07,4500000,4500000,8666655,TL
D Bölge Müdürlüğü,IT-592-093,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-06-09,2100000,2100000,15223244,TL
C Bölge Müdürlüğü,IT-592-060,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-06-13,720000,720000,1290575,TL
D Bölge Müdürlüğü,IT-592-083,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-06-16,1600000,1600000,5116163,TL
A Bölge Müdürlüğü,IT-592-020,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-06-21,480000,480000,953512,TL
A Bölge Müdürlüğü,IT-592-065,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-06-28,2400000,2400000,4897012,TL
D Bölge Müdürlüğü,IT-592-062,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-07-19,1500000,1500000,10156107,TL
D Bölge Müdürlüğü,IT-592-019,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-07-26,3500000,3500000,19791333,TL
D Bölge Müdürlüğü,IT-592-083,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-08-18,3200000,3200000,1181855,TL
E Bölge Müdürlüğü,IT-592-095,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-08-31,3500000,3500000,4584365,TL
A Bölge Müdürlüğü,IT-592-068,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-09-30,100000,100000,111908,TL
B Bölge Müdürlüğü,IT-592-000,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-10-04,800000,800000,1779483,TL
C Bölge Müdürlüğü,IT-592-097,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-10-27,200000,200000,1192614,TL
A Bölge Müdürlüğü,IT-592-066,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-11-02,200000,200000,22674,TL
B Bölge Müdürlüğü,IT-592-089,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-11-09,160000,160000,287017,TL
A Bölge Müdürlüğü,IT-592-053,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-11-10,500000,500000,1904739,TL
E Bölge Müdürlüğü,IT-592-032,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-11-14,200000,200000,201393,TL
C Bölge Müdürlüğü,IT-592-078,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-11-15,1000000,1000000,1101379,TL
D Bölge Müdürlüğü,IT-592-013,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-12-02,200000,200000,1763601,TL
D Bölge Müdürlüğü,IT-592-033,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-12-16,1300000,1300000,2444273,TL
D Bölge Müdürlüğü,IT-592-062,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2017-01-11,200000,200000,226814,TL
D Bölge Müdürlüğü,IT-592-082,Ticari,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-11-26,8683168,8683168,1853404,TL
C Bölge Müdürlüğü,IT-592-043,Ticari,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910111,2015-12-25,650000,650000,1806785,TL
A Bölge Müdürlüğü,IT-592-020,Ticari,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910121,2016-02-18,500000,500000,580677,TL
C Bölge Müdürlüğü,IT-592-049,Ticari,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910121,2016-02-11,1331175,1331175,1296669,TL
D Bölge Müdürlüğü,IT-592-014,Ticari,Nakdi Krediler,Taksitli Ticari Krediler,Araç Kredisi,T,140301,2016-02-09,1146515,1146515,1305568,TL
E Bölge Müdürlüğü,IT-592-085,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,113111,2016-08-23,2000000,6529600,6873809,EUR
E Bölge Müdürlüğü,IT-592-003,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,113111,2016-10-04,1750000,5797400,6181598,EUR
E Bölge Müdürlüğü,IT-592-090,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,113111,2016-11-11,1500000,5169900,5946338,EUR
B Bölge Müdürlüğü,IT-592-007,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,113111,2017-01-12,2300000,9345360,15021242,EUR
D Bölge Müdürlüğü,IT-592-013,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,113111,2016-05-23,4000000,13155600,13898162,EUR
C Bölge Müdürlüğü,IT-592-046,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,113111,2016-06-14,2000000,6477000,23621409,EUR
E Bölge Müdürlüğü,IT-592-032,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Aracılık Edilen Krediler,T,141505,2016-07-21,8500000,27186400,27715063,EUR
D Bölge Müdürlüğü,IT-592-077,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-07-28,650000,650000,1023624,TL
E Bölge Müdürlüğü,IT-592-035,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910101,2015-10-28,2100000,6600930,12933499,EUR
E Bölge Müdürlüğü,IT-592-051,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-07-26,1773517,1773517,792484,TL
A Bölge Müdürlüğü,IT-592-064,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2016-12-26,3991966,3991966,3185638,TL
E Bölge Müdürlüğü,IT-592-051,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2016-07-01,11000000,11000000,12656298,TL
A Bölge Müdürlüğü,IT-592-038,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,118302,2016-11-07,2850000,2850000,17884207,TL
C Bölge Müdürlüğü,IT-592-040,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,118302,2016-11-07,1450000,1450000,195634874,TL
E Bölge Müdürlüğü,IT-592-003,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-07-24,5000000,5000000,16625235,TL
B Bölge Müdürlüğü,IT-592-067,Kobi,Nakdi Krediler,Adatlı Krediler,Spot Kredi,T,118110,2015-05-18,9631912,9631912,7829258,TL
E Bölge Müdürlüğü,IT-592-090,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,Dış Kaynaklı Kredi,T,140302,2016-01-13,5000000,5000000,16635699,TL
D Bölge Müdürlüğü,IT-592-062,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2016-01-21,8000000,8000000,39673954,TL
B Bölge Müdürlüğü,IT-592-079,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910111,2016-02-26,10000000,10000000,15049147,TL
C Bölge Müdürlüğü,IT-592-046,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-01-23,700000,700000,1617252,TL
B Bölge Müdürlüğü,IT-592-067,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910121,2015-03-30,1000000,1000000,4109642,TL
B Bölge Müdürlüğü,IT-592-091,Kobi,Gayri Nakdi Krediler,Gayri Nakdi Krediler,Teminat Mektubu,T,910121,2016-03-04,500000,500000,2991117,TL
D Bölge Müdürlüğü,IT-592-077,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-12,100000,100000,137132,TL
E Bölge Müdürlüğü,IT-592-004,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-16,200000,200000,218226,TL
C Bölge Müdürlüğü,IT-592-081,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-03-20,300000,300000,2061326,TL
A Bölge Müdürlüğü,IT-592-006,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-09-14,150000,150000,156936,TL
E Bölge Müdürlüğü,IT-592-094,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2015-11-27,70000,70000,251727,TL
C Bölge Müdürlüğü,IT-592-023,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-02-17,180000,180000,251637,TL
A Bölge Müdürlüğü,IT-592-053,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-02-25,1180000,1180000,2062891,TL
B Bölge Müdürlüğü,IT-592-075,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-03-04,280000,280000,7146011,TL
E Bölge Müdürlüğü,IT-592-048,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-03-29,450000,450000,474382,TL
A Bölge Müdürlüğü,IT-592-038,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-04-29,100000,100000,194488,TL
B Bölge Müdürlüğü,IT-592-089,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-05-24,280000,280000,1395146,TL
E Bölge Müdürlüğü,IT-592-090,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-05-31,113000,113000,145902,TL
C Bölge Müdürlüğü,IT-592-070,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-08-31,50000,50000,3665925,TL
C Bölge Müdürlüğü,IT-592-034,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-09-02,75000,75000,125016,TL
D Bölge Müdürlüğü,IT-592-093,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-09-30,45000,45000,312732,TL
E Bölge Müdürlüğü,IT-592-090,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-10-31,185000,185000,192756,TL
B Bölge Müdürlüğü,IT-592-028,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-11-25,90000,90000,92871,TL
B Bölge Müdürlüğü,IT-592-074,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2016-12-28,80000,80000,299327,TL
D Bölge Müdürlüğü,IT-592-045,Kobi,Nakdi Krediler,Adatlı Krediler,Rotatif Kredi,T,118110,2017-01-02,150000,150000,172883,TL
D Bölge Müdürlüğü,IT-592-047,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-08-03,562500,562500,675476,TL
B Bölge Müdürlüğü,IT-592-026,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-09-02,300000,300000,1255238,TL
C Bölge Müdürlüğü,IT-592-049,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-11-25,150000,150000,369993,TL
C Bölge Müdürlüğü,IT-592-070,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-12-01,550000,550000,2475221,TL
E Bölge Müdürlüğü,IT-592-094,Kobi,Nakdi Krediler,İskonto Kredileri,İskonto Kredisi,T,100009,2016-12-16,200000,200000,684602,TL
A Bölge Müdürlüğü,IT-592-054,Kobi,Nakdi Krediler,Taksitli Ticari Krediler,İşletme İhtiyaç Kredisi,T,140302,2015-03-16,350000,350000,105484,TL
